Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned,embedding_text
122,watu goyang,"watu goyang ini berasal dari bahasa jawa yang berarti batu yang bergoyang. dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. batu tersebut sudah ada sejak ratuhan tahun yang lalu. para pengelola menjelaskan bahwa watu goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki watu goyang tersebut karena akan sangat berbahaya bagi keselamatan. keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",budaya,yogyakarta,https://tripjogja.co.id/wp-content/uploads/2019/11/Alamat-dan-Rute-Watu-Goyang.jpg,watu goyang berasal bahasa jawa batu bergoyang dulunya batu puncak bias bergoyang disentuh didorong batu ratuhan pengelola watu goyang roboh disetuh panjat pengelola melarang kesar pengunjung mencoba watu goyang berbahaya keselamatan keunikan batu raksasa stukturnya memuat tonjolantonjolan unik pemandangan alam hijau gunung merapi alami cocok pengunjung menghilangkan bosan aktivitas seharihari perkotaan puncak pengunjung merasakan sejuknya suhu udara pagi siang cuaca panas hembusan angin menyapa segar nyaman,"Watu Goyang. Budaya di Yogyakarta. Watu goyang ini berasal dari bahasa jawa yang berarti batu yang bergoyang. dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. batu tersebut sudah ada sejak ratuhan tahun yang lalu. para pengelola menjelaskan bahwa watu goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki watu goyang tersebut karena akan sangat berbahaya bagi keselamatan. keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman."
123,kampung wisata rejowinangun,"kampung wisata rejowinangun terletak di kelurahan rejowinangun, kecamatan kotagede, kota yogyakarta tepatnya sebelah selatan kebun binatang gembiraloka. kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 oktober 2013 oleh kepala dinas pariwisata kota yogyakarta, kampung wisata rejowinangun diresmikan. kelurahan rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di kecamatan kotagede, sebuah kecamatan diujung timur kota yogyakarta yang terkenal dengan perak dan bekas kerajaan mataram. kelurahan rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru kebun raya kebun binatang krkb gembiraloka yang lokasinya berada di wilayah kelurahan rejowinangun. dengan adanya tempat wisata krkb gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi gembiraloka bisa singgah di kampung wisata ini.",budaya,yogyakarta,https://img.okezone.com/content/2022/12/20/408/2731048/yuk-nikmati-serunya-menjelajah-kampung-wisata-rejowinangun-yogyakarta-3JeayhMnoP.jpg,kampung wisata rejowinangun terletak kelurahan rejowinangun kecamatan kotagede kota yogyakarta tepatnya sebelah selatan kebun binatang gembiraloka kampung wisata dirintis 2010 kerjasama elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun diresmikan kelurahan rejowinangun kelurahan kelurahan kecamatan kotagede kecamatan diujung timur kota yogyakarta terkenal perak bekas kerajaan mataram kelurahan rejowinangun memiliki potensi dikembangkan sungguh meskpun terkenal kebun raya kebun binatang krkb gembiraloka lokasinya wilayah kelurahan rejowinangun wisata krkb gembiraloka wilayah berusaha mengembangkan wilayah kelurahan potensi wisatawan mengunjungi gembiraloka singgah kampung wisata,"Kampung Wisata Rejowinangun. Budaya di Yogyakarta. Kampung wisata rejowinangun terletak di kelurahan rejowinangun, kecamatan kotagede, kota yogyakarta tepatnya sebelah selatan kebun binatang gembiraloka. kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 oktober 2013 oleh kepala dinas pariwisata kota yogyakarta, kampung wisata rejowinangun diresmikan. kelurahan rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di kecamatan kotagede, sebuah kecamatan diujung timur kota yogyakarta yang terkenal dengan perak dan bekas kerajaan mataram. kelurahan rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru kebun raya kebun binatang krkb gembiraloka yang lokasinya berada di wilayah kelurahan rejowinangun. dengan adanya tempat wisata krkb gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi gembiraloka bisa singgah di kampung wisata ini."
124,kauman pakualaman yogyakarta,"pakualaman adalah sebuah kecamatan di kota yogyakarta, provinsi daerah istimewa yogyakarta, indonesia. kecamatan ini terletak di antara sungai code dan sungai manunggal. nama pakualaman diambil dari puro paku alaman, kediaman resmi sri paduka pakualam yang terletak tepat di tengah-tengah kecamatan ini. sebelumnya, pakualaman bukan bagian kota yogyakarta, melainkan kabupaten kota pakualaman, yang dihapus setelah terbentuknya pemerintah kota yogyakarta pada 1947.",budaya,yogyakarta,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/02/pakualaman.jpg,pakualaman kecamatan kota yogyakarta provinsi daerah istimewa yogyakarta indonesia kecamatan terletak sungai code sungai manunggal nama pakualaman diambil puro paku alaman kediaman resmi sri paduka pakualam terletak tengahtengah kecamatan pakualaman kota yogyakarta kabupaten kota pakualaman dihapus terbentuknya pemerintah kota yogyakarta 1947,"Kauman Pakualaman Yogyakarta. Budaya di Yogyakarta. Pakualaman adalah sebuah kecamatan di kota yogyakarta, provinsi daerah istimewa yogyakarta, indonesia. kecamatan ini terletak di antara sungai code dan sungai manunggal. nama pakualaman diambil dari puro paku alaman, kediaman resmi sri paduka pakualam yang terletak tepat di tengah-tengah kecamatan ini. sebelumnya, pakualaman bukan bagian kota yogyakarta, melainkan kabupaten kota pakualaman, yang dihapus setelah terbentuknya pemerintah kota yogyakarta pada 1947."
125,alun-alun utara keraton yogyakarta,alun-alun utara atau dalam bahasa jawa disebut alun-alun lor merupakan salah satu land mark kota yogyakarta yang berupa sebuah tanah lapang yang berada di depan keraton yogyakarta. disebut alun-alun lor karena di kota yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari keraton yogyakarta. alun-alun lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. dua pohon beringin besar itu masing-masing diberi nama kyai dewandaru dan kyai wijayandaru. pada masa lalu di sekeliling alun-alun lor ditanam 63 pohon beringin yang melambangkan umur nabi muhammad saw.,budaya,yogyakarta,https://tse4.mm.bing.net/th?id=OIP.ZfBl7EwQGB7LjsA_YpS9oAHaEK&pid=Api&P=0&h=180,alunalun utara bahasa jawa alunalun lor salah land mark kota yogyakarta tanah lapang keraton yogyakarta alunalun lor kota yogyakarta alunalun letaknya sebelah selatan utara keraton yogyakarta alunalun lor berbentuk persegi luas 150 x 150 meter pohon beringin berpagar alunalun pohon beringin masingmasing nama kyai dewandaru kyai wijayandaru sekeliling alunalun lor ditanam 63 pohon beringin melambangkan umur nabi muhammad saw,Alun-Alun Utara Keraton Yogyakarta. Budaya di Yogyakarta. Alun-alun utara atau dalam bahasa jawa disebut alun-alun lor merupakan salah satu land mark kota yogyakarta yang berupa sebuah tanah lapang yang berada di depan keraton yogyakarta. disebut alun-alun lor karena di kota yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari keraton yogyakarta. alun-alun lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. dua pohon beringin besar itu masing-masing diberi nama kyai dewandaru dan kyai wijayandaru. pada masa lalu di sekeliling alun-alun lor ditanam 63 pohon beringin yang melambangkan umur nabi muhammad saw.
126,pantai goa cemara,"pantai goa cemara bahasa jawa ꦥꦱꦱ ꦒꦮ ꦕꦩꦫ, translit. pasisir guwa cemara adalah objek wisata pantai yang terletak di dusun patihan, desa gadingsari, kecamatan sanden, kabupaten bantul. daerah istimewa yogyakarta. pantai ini terletak tepatnya berdampingan dengan pantai samas dan pantai pandansari.nnpantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai goa cemara. pohon cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",bahari,yogyakarta,https://thumb.viva.id/vivaolret/665x374/2023/07/14/64b15b886d2a2-pantai-goa-cemara_olret.jpg,pantai goa cemara bahasa jawa translit pasisir guwa cemara objek wisata pantai terletak dusun patihan desa gadingsari kecamatan sanden kabupaten bantul daerah istimewa yogyakarta pantai terletak tepatnya berdampingan pantai samas pantai pandansarinnpantai memiliki pasir berwarna hitam lembut ombak kerakteristik pantai selatan pantai pantai pengembangan dimana pohong cemara udang rindang membentuk goa pantai dinamai goa cemara pohon cemara bertujuan melindungi abrasi air laut menahan gumuk pasir mengalamai perpindahan akibat tiupan angin,"Pantai Goa Cemara. Bahari di Yogyakarta. Pantai goa cemara bahasa jawa ꦥꦱꦱ ꦒꦮ ꦕꦩꦫ, translit. pasisir guwa cemara adalah objek wisata pantai yang terletak di dusun patihan, desa gadingsari, kecamatan sanden, kabupaten bantul. daerah istimewa yogyakarta. pantai ini terletak tepatnya berdampingan dengan pantai samas dan pantai pandansari.nnpantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai goa cemara. pohon cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin."
127,blue lagoon jogja,"blue lagoon adalah salah satu wisata air jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. banyak yang menganggap bahwa blue lagoon sebagai surga wisata jogja tersembunyi. meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. karena budget untuk masuk ke area wisata ini tidak semahal yang ada di islandia.",taman hiburan,yogyakarta,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01hgk0b92mpxxkxry7ty69ytwh.jpg",blue lagoon salah wisata air jogja terkenal dikunjungi wisatawan daerah penjuru menganggap blue lagoon surga wisata jogja tersembunyi keindahan ditawarkan mahal menikmatinya merogoh kocek dalam2 budget masuk area wisata semahal islandia,"Blue Lagoon Jogja. Taman Hiburan di Yogyakarta. Blue lagoon adalah salah satu wisata air jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. banyak yang menganggap bahwa blue lagoon sebagai surga wisata jogja tersembunyi. meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. karena budget untuk masuk ke area wisata ini tidak semahal yang ada di islandia."
128,gumuk pasir parangkusumo,"gumuk pasir parangkusumo bahasa jawa ꦒꦩꦏꦥꦱꦥꦫꦏꦱꦩ, translit. gumuk pasir parangkusuma adalah objek wisata di kabupaten bantul, yogyakarta, letaknya di sebelah barat pantai parangtritis, yaitu di desa parangtritis, kecamatan kretek, kabupaten bantul, daerah istimewa yogyakarta. gumuk pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia.nnama gumuk berasal dari bahasa jawa yang artinya gundukan-gundukan pasir yang terhampar luas. gumuk pasir yogyakarta terbentuk dari material gunung merapi yang kemudian mengalami transportasi melalui sungai opak dan sungai progo yang kemudian terbawa ombak dan mengendap di pantai. material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi gumuk pasir.",taman hiburan,yogyakarta,https://img.okezone.com/content/2021/08/02/408/2449777/berwisata-di-gumuk-pasir-parangkusumo-ini-5-aktivitas-yang-bisa-dinikmati-RkGIOfEU3A.jpg,gumuk pasir parangkusumo bahasa jawa translit gumuk pasir parangkusuma objek wisata kabupaten bantul yogyakarta letaknya sebelah barat pantai parangtritis desa parangtritis kecamatan kretek kabupaten bantul daerah istimewa yogyakarta gumuk pasir memiliki keistimewaan terkait terbatas duniannama gumuk berasal bahasa jawa gundukangundukan pasir terhampar luas gumuk pasir yogyakarta terbentuk material gunung merapi mengalami transportasi sungai opak sungai progo terbawa ombak mengendap pantai material mengendap mengering terbawa angin terbang kedaratan mengalami proses deposisi gumuk pasir,"Gumuk Pasir Parangkusumo. Taman Hiburan di Yogyakarta. Gumuk pasir parangkusumo bahasa jawa ꦒꦩꦏꦥꦱꦥꦫꦏꦱꦩ, translit. gumuk pasir parangkusuma adalah objek wisata di kabupaten bantul, yogyakarta, letaknya di sebelah barat pantai parangtritis, yaitu di desa parangtritis, kecamatan kretek, kabupaten bantul, daerah istimewa yogyakarta. gumuk pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia.nnama gumuk berasal dari bahasa jawa yang artinya gundukan-gundukan pasir yang terhampar luas. gumuk pasir yogyakarta terbentuk dari material gunung merapi yang kemudian mengalami transportasi melalui sungai opak dan sungai progo yang kemudian terbawa ombak dan mengendap di pantai. material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi gumuk pasir."
129,bukit lintang sewu,"bukit lintang sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang bintang yang membentang luas di angkasa. dalam bahasa jawa bukit seribu bintang adalah bukit lintang sewu lintang bintang, sewu seribu. pemandangan alam yang tidak kalah mempesona membuat bukit langit sewu ini menjadi tempat favorit bagi pecinta alam. pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan kayu putih yang menjadi keunikan tempat wisata ini. diatas pohon kayu putih ini juga terdapat burung alap-alap yang melintas diatas pohonnya. selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti gunung merbabu, gunung sumbing, menoreh, dan gunung merapi.",taman hiburan,yogyakarta,https://seringjalan.com/wp-content/uploads/2020/05/Bukit-Lintang-Sewu-Yogyakarta-2-1024x681.jpg,bukit lintang sewu berasal malam bukit ribuan bintang bintang membentang luas angkasa bahasa jawa bukit seribu bintang bukit lintang sewu lintang bintang sewu seribu pemandangan alam kalah mempesona bukit langit sewu favorit pecinta alam bukit pengunjung disuguhkan pepohonan pinus pengunjung disuguhkan panorama hutan kayu putih keunikan wisata diatas pohon kayu putih burung alapalap melintas diatas pohonnya pengunjung dimanjakan deretan pegunungan gunung merbabu gunung sumbing menoreh gunung merapi,"Bukit Lintang Sewu. Taman Hiburan di Yogyakarta. Bukit lintang sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang bintang yang membentang luas di angkasa. dalam bahasa jawa bukit seribu bintang adalah bukit lintang sewu lintang bintang, sewu seribu. pemandangan alam yang tidak kalah mempesona membuat bukit langit sewu ini menjadi tempat favorit bagi pecinta alam. pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan kayu putih yang menjadi keunikan tempat wisata ini. diatas pohon kayu putih ini juga terdapat burung alap-alap yang melintas diatas pohonnya. selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti gunung merbabu, gunung sumbing, menoreh, dan gunung merapi."
130,studio alam gamplong,"studio gamplong atau studio alam gamplong adalah sebuah tempat wisata yang terletak di desa gamplong, kecamatan moyudan, kabupaten sleman. tempat tersebut awalnya adalah tempat pengambilan gambar film sultan agung tahta, perjuangan, cinta dan bumi manusia karya hanung bramantyo. tempat tersebut didirikan di atas lahan seluas 2,5 hektar. tempat tersebut diresmikan oleh presiden joko widodo pada 15 juli 2018.",taman hiburan,yogyakarta,https://beritajelajah.com/wp-content/uploads/2023/07/Studio-Alam-Gamplong-Jogja-Review-Lengkap.jpg,studio gamplong studio alam gamplong wisata terletak desa gamplong kecamatan moyudan kabupaten sleman pengambilan gambar film sultan agung tahta perjuangan cinta bumi manusia karya hanung bramantyo didirikan lahan seluas 25 hektar diresmikan presiden joko widodo 15 juli 2018,"Studio Alam Gamplong. Taman Hiburan di Yogyakarta. Studio gamplong atau studio alam gamplong adalah sebuah tempat wisata yang terletak di desa gamplong, kecamatan moyudan, kabupaten sleman. tempat tersebut awalnya adalah tempat pengambilan gambar film sultan agung tahta, perjuangan, cinta dan bumi manusia karya hanung bramantyo. tempat tersebut didirikan di atas lahan seluas 2,5 hektar. tempat tersebut diresmikan oleh presiden joko widodo pada 15 juli 2018."
131,watu lumbung,"letak kampung edukasi watu lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. watu lumbung dikonsep oleh m boy rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana boy rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",cagar alam,yogyakarta,https://storage.googleapis.com/seo-cms/assets/Pesona_Pantai_Watu_Lumbung_Jogja_98adb1383c/Pesona_Pantai_Watu_Lumbung_Jogja_98adb1383c.jpg,letak kampung edukasi watu lumbung area perbukitan dipenuhi rerimbunan pohon jati pemandadangan indah watu lumbung dikonsep m boy rifai mengajarkan nilainilai edukasi boy rifai berhasil menyulap lahan tandus dulunya dibiarkan eksotis menikmati malam sunset sunrise menjaga keasrian daerah wisata pengelolah sengaja membangun area kawasan wisata selaras alam,"Watu Lumbung. Cagar Alam di Yogyakarta. Letak kampung edukasi watu lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. watu lumbung dikonsep oleh m boy rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana boy rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam."
132,air terjun kedung pedut,"air terjun kedung pedut atau biasa disebut curug kedung pedut berasal dari istilah bahasa jawa. curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal karena keindahan warna airnya.",cagar alam,yogyakarta,https://jogjakita.co.id/wp-content/uploads/2021/09/KEDUNG-PEDUT-4-1024x683.jpg,air terjun kedung pedut curug kedung pedut berasal istilah bahasa jawa curug air terjun kedung kubangan kolam pedut kabut air terjun kedung pedut salah wisata alam kulonprogo dikenal keindahan warna airnya,"Air Terjun Kedung Pedut. Cagar Alam di Yogyakarta. Air terjun kedung pedut atau biasa disebut curug kedung pedut berasal dari istilah bahasa jawa. curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal karena keindahan warna airnya."
133,puncak kebun buah mangunan,"berlibur di pegunungan memang menyenangkan. dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. wisata seperti ini dapat dinikmati di bantul, tepatnya di kebun buah mangunan. beruntungnya jogja dikaruniai bentang alam yang begitu indah. ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. kebun buah mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",taman hiburan,yogyakarta,https://www.paketwisatajogja.biz/wp-content/uploads/2017/11/kebun-buah-mangunan-bantul.jpg,berlibur pegunungan menyenangkan menikmati sejuknya udara pemandangan indah perbukitan wisata dinikmati bantul tepatnya kebun buah mangunan beruntungnya jogja dikaruniai bentang alam indah pantai gunung bukit kota budaya menarik kebun buah mangunan hadir objek wisata menarik minat wisatawan pagi pemandangannya ubahnya negeri awan,"Puncak Kebun Buah Mangunan. Taman Hiburan di Yogyakarta. Berlibur di pegunungan memang menyenangkan. dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. wisata seperti ini dapat dinikmati di bantul, tepatnya di kebun buah mangunan. beruntungnya jogja dikaruniai bentang alam yang begitu indah. ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. kebun buah mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan."
134,desa wisata gamplong,"desa wisata gamplong adalah desa wisata kerajinan tenun yang berada di padukuhan gamplong desa sumber rahayu kecamatan moyudan kabupaten sleman, yogyakarta. desa wisata yang terletak di sebelah barat kota yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan alat tenun bukan mesin atbm. dengan atbm, masyarakat perajin gamplong mampu menghasilkan kain tenun sebagai bahan stagen kain panjang untuk melilit bagian perut wanita. selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",taman hiburan,yogyakarta,https://tse4.mm.bing.net/th?id=OIP.keAynX3xNKZqFyIh9n-N5QHaEV&pid=Api&P=0&h=180,desa wisata gamplong desa wisata kerajinan tenun padukuhan gamplong desa sumber rahayu kecamatan moyudan kabupaten sleman yogyakarta desa wisata terletak sebelah barat kota yogyakarta menarik disinggahi wisatawan industri kerajinan tenun tradisional alat tenun mesin atbm atbm masyarakat perajin gamplong menghasilkan kain tenun bahan stagen kain melilit perut wanita kerajinan tenun perajin memproduksi kerajinan anyaman suvenir,"Desa Wisata Gamplong. Taman Hiburan di Yogyakarta. Desa wisata gamplong adalah desa wisata kerajinan tenun yang berada di padukuhan gamplong desa sumber rahayu kecamatan moyudan kabupaten sleman, yogyakarta. desa wisata yang terletak di sebelah barat kota yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan alat tenun bukan mesin atbm. dengan atbm, masyarakat perajin gamplong mampu menghasilkan kain tenun sebagai bahan stagen kain panjang untuk melilit bagian perut wanita. selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir."
135,kawasan wisata sosrowijayan,"tempat wisata sosrowijayan memang selama ini dikenal sebagai wisata kampung bule, lokasinya sendiri berada di pusat kota yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. bagi anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun tugu anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah sosrowijayan yang mempunyai tanda yaitu sebuah jalan kecil menuju barat dengan nama yang sama. wisata unik sosrowijayan menjadi membagi dua daerah yaitu sosrowijayan wetan dan sosrowijayan kulon dan menjadi penghubung jalan jogonegaran dan jalan malioboro. akan tetapi untuk sosrowijayan wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai kampung turis kedua di yogyakarta setelah prawirotaman. karena disebut kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di yogyakarta. anda pun bisa melihat dua buah busuk seperti yang ada di daerah prawirotaman ketika memasuki dan pertama. di daerah ini banyak sekali buku yang dijual seperti novel berbahasa inggris, buku kecil berbahasa indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",pusat perbelanjaan,yogyakarta,https://img.okezone.com/content/2018/10/12/406/1963126/beragam-hal-unik-yang-ditawarkan-kampung-sosrowijayan-di-yogyakarta-w63GfGCCfY.jpg,wisata sosrowijayan dikenal wisata kampung bule lokasinya pusat kota yogyakarta lokasi pengunjungnya padat berkunjung kendaraan arah stasiun tugu tinggal berjalan 200 meter langsung menemukan daerah sosrowijayan tanda jalan barat nama wisata unik sosrowijayan membagi daerah sosrowijayan wetan sosrowijayan kulon penghubung jalan jogonegaran jalan malioboro sosrowijayan wetan langsung terkenal penjuru dunia dikenal kampung turis yogyakarta prawirotaman kampung bule turis mancanegara menikmati suasana malam yogyakarta buah busuk daerah prawirotaman memasuki daerah buku dijual novel berbahasa inggris buku berbahasa indonesia buku berkualitas pastinya pendidikan pembacanya,"Kawasan Wisata Sosrowijayan. Pusat Perbelanjaan di Yogyakarta. Tempat wisata sosrowijayan memang selama ini dikenal sebagai wisata kampung bule, lokasinya sendiri berada di pusat kota yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. bagi anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun tugu anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah sosrowijayan yang mempunyai tanda yaitu sebuah jalan kecil menuju barat dengan nama yang sama. wisata unik sosrowijayan menjadi membagi dua daerah yaitu sosrowijayan wetan dan sosrowijayan kulon dan menjadi penghubung jalan jogonegaran dan jalan malioboro. akan tetapi untuk sosrowijayan wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai kampung turis kedua di yogyakarta setelah prawirotaman. karena disebut kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di yogyakarta. anda pun bisa melihat dua buah busuk seperti yang ada di daerah prawirotaman ketika memasuki dan pertama. di daerah ini banyak sekali buku yang dijual seperti novel berbahasa inggris, buku kecil berbahasa indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya."
